filename, bad bean, good bean
WIN_20221229_22_11_22_Pro_jpg.rf.f46d7ccb3bd3e0b24cd61af3594b024c.jpg, 1, 0
WIN_20221229_22_16_31_Pro_jpg.rf.f46bc7b1380fb6d122770eb9fc4785ed.jpg, 1, 0
9fc543ac-91f3-43f6-8df6-28bb9709a3e6_45_jpg.rf.f4803a2ac61e02cd9823122945e7cbce.jpg, 0, 1
WIN_20221229_23_30_00_Pro_jpg.rf.f4860c037b096db93ae3af1836b33aa7.jpg, 0, 1
4de4ad31-de11-418b-a60d-a7192ea0c98a_270_jpg.rf.f481354a21115f15be7389262cd721d0.jpg, 1, 0
8d331829-b225-451b-8aaa-89058c62faf5_90_jpg.rf.f489dd899408455f340e3de181af9e0a.jpg, 0, 1
256d7e4e-e47b-466f-adb1-051bda40d918_180_jpg.rf.f48b4efd2a71e54806af8c54c53a8440.jpg, 0, 1
9cb97279-36f3-438c-97d5-91da39c4e13a_180_jpg.rf.f49c60985f76493de3cfc207edd2f66c.jpg, 0, 1
39c71820-6b5b-499e-b2c6-a957f48c62fa_90_jpg.rf.f4a97367508596c12b5d2c9e1a701435.jpg, 0, 1
4dcbce83-654c-4125-9939-c4398187533a_180_jpg.rf.f4a58ca021494532fc7fb7802b876d5d.jpg, 1, 0
2b3fa5f4-98bb-4565-b461-8ebc3db528ca_180_jpg.rf.f4afbc4ca81caac7b282b52a36bbfe8c.jpg, 1, 0
2c59ee70-dc1c-4de3-83ab-aa36a5fb92c9_180_jpg.rf.f4c8da5859285b96888baec6b48a720c.jpg, 0, 1
d141258d-4b06-4d47-9e08-82edbd725dd1_270_jpg.rf.f4c48ad2e802b000810def9fed346d24.jpg, 0, 1
9fc543ac-91f3-43f6-8df6-28bb9709a3e6_180_jpg.rf.f4cd24ddeec171b9a6e19a40b52bdbe1.jpg, 0, 1
8a28aff5-8859-462a-bccf-e8d61dde3eff_135_jpg.rf.f4d27892a7ee81972e907b0e0d0fdaa7.jpg, 1, 0
WIN_20221229_23_27_32_Pro_jpg.rf.f4cd414b9c107eacd04d1488c78b360e.jpg, 0, 1
WIN_20221229_23_05_50_Pro_jpg.rf.f4bbf314acd76c9ac4a6958c5cbaa68e.jpg, 1, 0
6fb259e3-002e-473c-a2bc-4a9f48c1ebe7_135_jpg.rf.f4dc471a04fbad0684863ae30d6fd13b.jpg, 1, 0
91b94861-b751-4b86-b7a3-f6b2e3dbbd89_180_jpg.rf.f4dd57cd4247ff8866ca98a47f4fee1a.jpg, 0, 1
9ef0276c-3a70-4027-8d1d-2503df2e9f56_270_jpg.rf.f4e753e08b8f574b1e77b4883c3fd2df.jpg, 0, 1
120bdf6d-39ea-4df8-b8a7-1a4362423b28_jpg.rf.f4e9710b36c04fd6f6491d3897296869.jpg, 0, 1
09e044e6-a2b6-4827-9853-beb7d392347f_45_jpg.rf.f4e9a1c0b55a1893acbce4beacf8d11f.jpg, 0, 1
96f68346-9256-416a-a050-9ec4b750ccc6_225_jpg.rf.f4ded86640c9f580a49a234acc362d35.jpg, 0, 1
82743c35-e968-47ee-93f6-95270352fe13_270_jpg.rf.f4eaa24833c821460f99ee8583c208d9.jpg, 1, 0
2b560df3-ff42-4546-a0bd-11ff2ca590e2_225_jpg.rf.f4f891cbf259b451d11333641dfc86e5.jpg, 1, 0
41cfc0a3-c4ad-4285-9951-7a37d79f1c17_45_jpg.rf.f4ef419b843c08f5ac01b27cb37fa45d.jpg, 0, 1
7089d907-9aaf-459e-ae22-53962285fbc8_225_jpg.rf.f5046c3f1208e5bde1cc22201c81d338.jpg, 0, 1
9fc543ac-91f3-43f6-8df6-28bb9709a3e6_90_jpg.rf.f50b98f8b6ad5086bef765909803f5d8.jpg, 0, 1
7a6523d6-ef65-4cca-8160-946936395ede_180_jpg.rf.f4e9a77abcb49e0e9c996172b5b0092c.jpg, 0, 1
51ba5ef7-fd64-4d52-9c3f-9d70e0ff040f_270_jpg.rf.f503fad005a4ecbbcdf58a82c35e800e.jpg, 0, 1
2b560df3-ff42-4546-a0bd-11ff2ca590e2_135_jpg.rf.f510d2a8c9bf4b7ce9d238329a7541dc.jpg, 1, 0
b4b3a28f-aee8-402c-856a-b09db5dbeb4a_90_jpg.rf.f5124da5f719c2f7f37acd431e3874f1.jpg, 1, 0
91c2e56d-2549-4574-9414-86aa17e84ef4_180_jpg.rf.f520940181b0afdf00d9a80e686d6894.jpg, 0, 1
WIN_20221229_23_07_36_Pro_jpg.rf.f522b28def703e723eedc03bbe6955c1.jpg, 1, 0
9eaca121-9239-49f4-9d05-34ef9f10bcaa_jpg.rf.f520ce1176d948ee46c67ad3c401de7a.jpg, 0, 1
96383b0f-647d-4d8b-aae4-c525fb9365d6_45_jpg.rf.f522fe2d5219a729c7c1977eedbaa476.jpg, 0, 1
a1690e8a-68f2-42fa-b0a0-6c59cc895c84_45_jpg.rf.f52c4215d1b81c0f1a3f124864bbc6f0.jpg, 0, 1
00a9637f-e5c9-4522-8d19-d6b3e8bae3f3_270_jpg.rf.f534fdf4f6aa9463f10bddb1ebf3eaa7.jpg, 0, 1
00a9637f-e5c9-4522-8d19-d6b3e8bae3f3_180_jpg.rf.f53da7593e5bbe44fa12cd3192be621e.jpg, 0, 1
0d2a4a7e-7b37-49eb-9ad6-8faaf457ad82_45_jpg.rf.f54d467afefb808173eddaa78394dc40.jpg, 0, 1
0c4d65e5-1985-47b2-8252-616ed898bd7c_270_jpg.rf.f546e665a16a92a3a81653150fbc9732.jpg, 0, 1
84f05969-c971-4d44-8df4-3a80a71a545d_45_jpg.rf.f54d9b49fb05e618a3bff6c552ddd0d2.jpg, 0, 1
b361e99e-9c59-43b5-92f6-80ad77c3287f_jpg.rf.f54fa7ecf973dd74b14cca3b7faa81f7.jpg, 1, 0
WIN_20221229_22_00_37_Pro_jpg.rf.f583128f18f941d24b4e20b27db7cf55.jpg, 1, 0
52e703e1-69d2-44c7-a214-269fa0e09054_225_jpg.rf.f570b32a7b49a7ad32fa3f28b82d4e05.jpg, 0, 1
84f05969-c971-4d44-8df4-3a80a71a545d_180_jpg.rf.f58cb640d0f54e38d7f8a0a4ea605a7f.jpg, 0, 1
56863d51-82dd-432b-808a-bb09a5e65be6_135_jpg.rf.f583b79b671a10ba0c1d6dfd48ed583e.jpg, 0, 1
92a893f4-8dd5-4f4a-9864-08811d4ed00a_135_jpg.rf.f59239baa381e3b8e8cf108a410bc2cb.jpg, 0, 1
811f5cf3-9a05-4b39-b1b3-174f31f7cec6_270_jpg.rf.f5859ae24317b9c8950efcd4bbaaed0b.jpg, 0, 1
91c2e56d-2549-4574-9414-86aa17e84ef4_180_jpg.rf.f59616438c17c9c540573160b6615507.jpg, 0, 1
811f5cf3-9a05-4b39-b1b3-174f31f7cec6_135_jpg.rf.f58808e18a62e5f621ce424cd12cc0c3.jpg, 0, 1
01c27009-f681-4495-8d82-599547aba120_270_jpg.rf.f5992bc08df4c8fb5739b0a30cf89535.jpg, 1, 0
6b316208-fce5-4562-a45b-736f29a3a697_90_jpg.rf.f5af02466d4d718ae5dbbfef33a3cab2.jpg, 1, 0
6e3c83a7-c5c6-46b5-8562-ffa8d99f4bb2_jpg.rf.f5bc107642f26fea8caaadfeb955b68a.jpg, 0, 1
81d526fb-cb95-4b9d-a013-dad7b3f083b3_225_jpg.rf.f5b5c1ca780988471af08053a551ddb4.jpg, 0, 1
6e3c83a7-c5c6-46b5-8562-ffa8d99f4bb2_90_jpg.rf.f5c7ba42c8ed2883f8be86dcd26677f3.jpg, 0, 1
92810cd4-1652-4556-bc0b-b2e953449143_45_jpg.rf.f5ca8d0e3a5f15b9f68216e9bb20ef46.jpg, 0, 1
afd44643-9287-4080-934f-7a13c66d9bfd_180_jpg.rf.f5c223d2010be350c992aa4a62a53d05.jpg, 0, 1
69c9cfea-cfbd-4dfe-a8a2-2ed31daafd85_180_jpg.rf.f5d628685e285051ad6358e00e643cb1.jpg, 0, 1
0327f441-9a02-40a9-b280-251440ad4cec_135_jpg.rf.f5e5c1b9fc9e709f9002b0d0fd8535b7.jpg, 0, 1
WIN_20221229_22_29_47_Pro_jpg.rf.f5bf2c9ddea77e5b24cb0ce5b6513673.jpg, 1, 0
WIN_20221229_22_11_22_Pro_jpg.rf.f5e51f9d760be044857e1afb0afbd1a6.jpg, 1, 0
96d467c2-fa44-474b-9e64-88f1f265aeaf_135_jpg.rf.f5ec1c480a0e545204a5b163aef664fb.jpg, 0, 1
f206736f-e48f-4e12-b367-144752c744e6_180_jpg.rf.f5d74d4df7f6236562b9633b294f6d45.jpg, 1, 0
WIN_20221229_23_31_53_Pro_jpg.rf.f5f93934817411edbe8433c03d1c8aed.jpg, 0, 1
00800bbf-203e-48bd-b64c-f14ef2579c8a_jpg.rf.f5f7bbba1143de1c7549a6ca206cdb3f.jpg, 0, 1
1af687ed-553d-491e-a213-8ddfbfea61ec_jpg.rf.f5fe660095445df24efccc65b2c96ba4.jpg, 1, 0
69c9cfea-cfbd-4dfe-a8a2-2ed31daafd85_135_jpg.rf.f603f4512b6f5ebe2ba7a31a3cdfb72c.jpg, 0, 1
5a3117dc-7932-4c34-ae3f-e5867c98ee0a_90_jpg.rf.f6081662dc6f7b9345450bb4135041ed.jpg, 0, 1
1ab90226-8889-4bcd-ad0c-ea01fedaaffd_90_jpg.rf.f60ae567e786c19b79ec4e91c913ff13.jpg, 1, 0
79eb3e80-65d5-431c-b388-ea52ce593c7d_180_jpg.rf.f60a4c99fb32ed6e2b1543bfb3681f96.jpg, 1, 0
WIN_20221229_23_34_04_Pro_jpg.rf.f60c547ab939b4f0f521f0ca7023f397.jpg, 0, 1
79eb3e80-65d5-431c-b388-ea52ce593c7d_180_jpg.rf.f60aef2d3d7760b4d085542fd2ef1e30.jpg, 1, 0
84f05969-c971-4d44-8df4-3a80a71a545d_45_jpg.rf.f61fa10a452e59442c7e5f1337b7494a.jpg, 0, 1
afd3edfe-e4fe-4715-8429-5af060c5f0d9_225_jpg.rf.f61097e4d35d365cff29db6255ce6e6a.jpg, 0, 1
0c04b448-fe60-4b89-bf5a-b18fe90a5870_270_jpg.rf.f634abac9a948773d0e422f4197ead97.jpg, 0, 1
87e64a68-c898-4474-bd57-1e570902862f_45_jpg.rf.f63cad80031ef3d7ab2fbb6a736e8157.jpg, 0, 1
cce642b7-d4aa-4dc6-951b-e1b655f68334_jpg.rf.f63e47589f6f2a44d1a30bb57ef21df8.jpg, 1, 0
9fc543ac-91f3-43f6-8df6-28bb9709a3e6_270_jpg.rf.f6400e98a80f7bccdbd7a4e0c01f22fe.jpg, 0, 1
0b521929-1734-47b8-86c9-093445af0697_180_jpg.rf.f6401a7286c5804c840392be975b8283.jpg, 0, 1
868aed84-639d-46d3-9f59-3d71ba702ea0_270_jpg.rf.f641cd393c25ce7bc7ddbef91c2d890e.jpg, 1, 0
WIN_20221229_22_03_41_Pro_jpg.rf.f658f3a54bd3ea3f5087dc16e3b61834.jpg, 1, 0
ccd5cdb4-3df2-4b3b-833b-3bdc7d43ee4d_135_jpg.rf.f6565634c0e3f380ebc1c97aedf6c27c.jpg, 0, 1
2b3fa5f4-98bb-4565-b461-8ebc3db528ca_135_jpg.rf.f65d401ed39719bd369c233531fa3717.jpg, 1, 0
76a872d2-5c22-4f33-82b4-18c0f78e1a1b_270_jpg.rf.f65d8a34b6bba0c7d32f052f64fc3a4e.jpg, 0, 1
41ab7cda-4c88-47b8-98da-0c6ee6e07325_225_jpg.rf.f66a7247cfe22d7a01600ce3b1a8d380.jpg, 0, 1
01c27009-f681-4495-8d82-599547aba120_45_jpg.rf.f666f6751c05c368ec12213a276adc2a.jpg, 1, 0
WIN_20221229_23_32_15_Pro_jpg.rf.f66eb6feaf841ec2515acaca1439180d.jpg, 0, 1
afd44643-9287-4080-934f-7a13c66d9bfd_225_jpg.rf.f693b4b82d1a0b0f02e44ac0df2fd0e1.jpg, 0, 1
69dc5c1e-a7ad-49aa-ba21-235545c312c6_90_jpg.rf.f691a80285b8501be7bda6d646484deb.jpg, 0, 1
ba25564d-c23a-450d-b0af-a191ed900fb1_90_jpg.rf.f6949fc17d9e41d8374eb59cf00b7e7f.jpg, 1, 0
1f4613ea-1b60-4092-876c-1a474a8c51b9_90_jpg.rf.f6993d84e41c2b7198d283688461fa3c.jpg, 1, 0
6b30113e-141c-4956-964b-7b64918f694b_135_jpg.rf.f6accb59e173d7f58ee7797adbd066d3.jpg, 1, 0
1f4613ea-1b60-4092-876c-1a474a8c51b9_90_jpg.rf.f6a59f667156d345f81b8473543ef875.jpg, 1, 0
6f8a29a3-8b83-47d6-8a5b-7baf97fd4469_180_jpg.rf.f6a51c019eae770544dbb9d7d6588672.jpg, 0, 1
61bd5e75-cfb1-47e8-b4be-24447913359a_jpg.rf.f6b4984153e03d8b434b641b06b1099f.jpg, 0, 1
d2936fba-871f-4fbe-97da-b6e6e347e889_225_jpg.rf.f6c87171095a7a1217e58cc9c5db8dc4.jpg, 1, 0
a1690e8a-68f2-42fa-b0a0-6c59cc895c84_90_jpg.rf.f6c50e5b39ac53a89ba2928507ef0cc1.jpg, 0, 1
9765b374-f3eb-4a26-903c-90d85bc9fe0a_270_jpg.rf.f6c550f40b7f75e978302f37016b2423.jpg, 0, 1
9cb97279-36f3-438c-97d5-91da39c4e13a_45_jpg.rf.f6ca06877e2a1a18af947797b1026b1d.jpg, 0, 1
764af58e-c590-444a-aefd-b4bc11f74c40_jpg.rf.f6d0bb7cf6adfe7e83c5923dd0eef280.jpg, 1, 0
WIN_20221229_22_56_26_Pro_jpg.rf.f6d64d854d83c6a9998f2902df961588.jpg, 1, 0
4737a7d7-5d10-4912-b3e7-c8254a88af02_225_jpg.rf.f6d328bc7004de3d65f72f5ae2bf0daf.jpg, 0, 1
8ddce3ce-bc64-4942-93aa-940868007f64_180_jpg.rf.f6d8084391f5068093fd20595b8273e8.jpg, 0, 1
d6ed6d4c-2acb-4507-bc4c-70480968eacb_jpg.rf.f6e32f3f8a67421f822cb5d9ef601b99.jpg, 0, 1
0c4d65e5-1985-47b2-8252-616ed898bd7c_135_jpg.rf.f6dd582f6f7b86e62a7a98952330efd1.jpg, 0, 1
2b3fa5f4-98bb-4565-b461-8ebc3db528ca_jpg.rf.f6f95ca89056d50d265234caf7e37424.jpg, 1, 0
d2936fba-871f-4fbe-97da-b6e6e347e889_225_jpg.rf.f6f4bef02e2e0ae8b66b420124280cc1.jpg, 1, 0
7ebb4762-7de4-4754-8cd2-2d4f743f512c_90_jpg.rf.f6ea334454e8721587967921391f2d60.jpg, 0, 1
72ab964e-0b95-46ec-a135-1890eb300c53_180_jpg.rf.f6f8a8d8ef73f7dbbaebb6da59c3d521.jpg, 0, 1
6f8a29a3-8b83-47d6-8a5b-7baf97fd4469_135_jpg.rf.f700394138d69e657920e063e7a5efe9.jpg, 0, 1
611513d3-0fb7-4068-8cd8-68a9bdb056c4_jpg.rf.f70f96f1646e7da200c3f0c6d139d26e.jpg, 1, 0
600d2167-2072-4825-9516-6c13af9fc382_jpg.rf.f70a99d785cf63bc7e39fc13334d1c1e.jpg, 0, 1
24a200ea-e903-4bcd-aee1-fb26e7bfd757_135_jpg.rf.f7033c14a33abdb1a0c9aa67da8f9104.jpg, 0, 1
WIN_20221229_22_32_08_Pro_jpg.rf.f70de7da26a54aa769182855c5809979.jpg, 1, 0
a1690e8a-68f2-42fa-b0a0-6c59cc895c84_225_jpg.rf.f722b213f7e00cd0003307431728622e.jpg, 0, 1
72a2b8f8-c7ca-4222-b2a1-9b82ac7990f4_90_jpg.rf.f7210f9389a33bc5ae61ca674e2e17ce.jpg, 0, 1
4d510781-6fad-4149-909f-5b3615711984_jpg.rf.f71dce2cc55e451a0df4233e5537f4c7.jpg, 1, 0
d6ed6d4c-2acb-4507-bc4c-70480968eacb_270_jpg.rf.f7231ff8f904f9b59f3d6d4168f313f9.jpg, 0, 1
6b316208-fce5-4562-a45b-736f29a3a697_180_jpg.rf.f733fd159cdafb8d2e066910697f690a.jpg, 1, 0
01aff576-d811-4858-bc7b-e66af9db530f_90_jpg.rf.f724a4121160132856735567a8350bbe.jpg, 1, 0
33e3e3fe-8e37-4b4a-aa04-ad3864731632_90_jpg.rf.f73414fd5c68ed7a8fb6439e8fb8b9ae.jpg, 0, 1
6bb51206-67ec-431b-8484-93739b1fddad_45_jpg.rf.f7311795dd2b209143fe995359e8ce28.jpg, 1, 0
3c5c4ffd-e4d4-45b7-a07c-64e2f6788de2_90_jpg.rf.f73b59f03fdbeb65abed239dd0182170.jpg, 1, 0
WIN_20221229_23_33_42_Pro_jpg.rf.f73e0f3b1fa73b41197a769cad031d49.jpg, 0, 1
0d2a4a7e-7b37-49eb-9ad6-8faaf457ad82_270_jpg.rf.f73dc1ca0b866ad7fd529c9e5c15d732.jpg, 0, 1
233af445-c0e5-4bb1-ad5f-743becd76cab_45_jpg.rf.f7415fe3a25876cbdd4b01d69f02faf4.jpg, 0, 1
4dbf4259-4cc3-4ff3-8768-970703c6c8f9_225_jpg.rf.f75641c4cdb1af963e93a50a70f0f408.jpg, 0, 1
ccd5cdb4-3df2-4b3b-833b-3bdc7d43ee4d_270_jpg.rf.f744a6dc12616367d5aac4ba4ace89e7.jpg, 0, 1
0df87bae-ddf0-49e3-97af-b371d8544547_225_jpg.rf.f74cee455acf4bfbed13413097f56082.jpg, 0, 1
9cc65155-05ca-40b0-b813-2892c3ff04a4_135_jpg.rf.f7574cb7f6b21282297dd6f482aded44.jpg, 0, 1
82dbf814-a3a3-4cba-9277-08c10de5c8a4_135_jpg.rf.f76f0ffbd0a45df9266829b9b5aef877.jpg, 0, 1
ac755961-63a0-4e01-b87e-eacd0b5d7899_135_jpg.rf.f771a827a7e53a67f437b1cf39e3bc6f.jpg, 0, 1
8c678484-e530-433f-9265-cadfa51b5d6a_135_jpg.rf.f77a5fc31ffbfdb9d8c0eeab71cdeb2d.jpg, 0, 1
9a5fc62c-6820-4cb6-ba66-1063e612d144_135_jpg.rf.f783aae93fd7bde0a0f1ec989f45bd91.jpg, 0, 1
220fcc53-6ef7-45d1-8122-fa1c19ca9ec5_45_jpg.rf.f78dba2e725119a58d677d13641927a1.jpg, 0, 1
9ec72020-824e-4c15-b633-cba42d080364_270_jpg.rf.f799930cb31d39aa1692044d9a657897.jpg, 1, 0
7089d907-9aaf-459e-ae22-53962285fbc8_135_jpg.rf.f78d7b3ec02ad541d287c5a30affdc13.jpg, 0, 1
WIN_20221229_23_24_05_Pro_jpg.rf.f79753cb843ed154ccb7c2ea62a2f1ea.jpg, 0, 1
87e64a68-c898-4474-bd57-1e570902862f_45_jpg.rf.f7a327ffc05b5970413ef638532c74dc.jpg, 0, 1
2eae8682-54b6-40b7-9684-d956300a4077_225_jpg.rf.f7a6b6be1a1430d3714584826ecf397b.jpg, 0, 1
81d526fb-cb95-4b9d-a013-dad7b3f083b3_270_jpg.rf.f7aba4b97f2a766d4f15ab55c6742f01.jpg, 0, 1
